INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
14334	Ðµc công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	12	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14335	Ðµc công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	24	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14336	Ðµc công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	34	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14337	Ðµc công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	46	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14338	Ðµc công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	58	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14339	Ðµc công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	60	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
																																																																											
#Chân nguyên cây (+50% ng÷c)																																																																											
14451	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	126	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14452	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	248	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14453	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	364	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14454	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	738	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14455	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	1332	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14456	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	1996	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14457	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	2596	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14458	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	3198	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14459	NgoÕi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	3314	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
																																																																											
14461	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	126	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14462	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	248	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14463	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	364	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14464	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	738	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14465	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	1332	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14466	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	1996	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14467	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	2596	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14468	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	3198	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14469	Nµi công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	3314	0	Ä§·¨·ÀÓù+	0	0	±ùÏµ¹¥»÷ÐÞÕý	0	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	»ðÏµ¹¥»÷ÐÞÕý	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	µçÏµ¹¥»÷ÐÞÕý	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	¶¾Ïµ¹¥»÷ÐÞÕý	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
																																																																											
14501	Bång công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	12	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14502	Bång công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	22	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14503	Bång công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	32	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14504	Bång công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	60	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14505	Bång công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	120	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14506	Bång công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	170	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14507	Bång công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	230	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
14508	Bång công	11	STD_IMPACT_011	1	-1	-1	-1	200	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	ÎïÀí·ÀÓù+	0	0	Ä§·¨¹¥»÷+	0	0	Ä§·¨·ÀÓù+	0	0	Bång công	290	0	±ùÏµ¿¹ÐÔÐÞÕý	0	0	Höa công	0	0	»ðÏµ¿¹ÐÔÐÞÕý	0	0	Huy«n công	0	0	µçÏµ¿¹ÐÔÐÞÕý	0	0	Ðµc công	0	0	¶¾Ïµ¿¹ÐÔÐÞÕý	0	0	MAX_HPÐÞÕý	0	0	MAX_MPÐÞÕý	0	0	MAX_RAGEÐÞÕý	0	0	MAX_STRIKE_POINTÐÞÕý	0	0	
