INT	INT	STRING	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2600	662	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	100	28	46	64	82	10000	18000	32400	58300	105000
2601	662	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2602	662	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2603	662	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2604	662	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2605	662	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2606	662	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2607	662	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2608	662	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2609	662	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2610	662	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2611	663	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2612	663	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2613	663	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2614	663	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2615	663	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	101	29	47	65	83	10000	18000	32400	58300	105000
2616	663	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2617	663	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2618	663	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2619	663	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2620	663	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2621	663	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2622	663	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2623	663	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2624	663	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2625	663	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2626	664	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2627	664	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2628	664	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2629	664	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2630	664	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	102	30	48	66	84	10000	18000	32400	58300	105000
2631	664	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2632	664	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2633	664	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2634	664	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2635	664	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2636	664	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2637	664	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2638	664	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2639	664	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2640	664	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2641	665	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2642	665	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2643	665	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2644	665	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2645	665	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	103	31	49	67	85	10000	18000	32400	58300	105000
2646	665	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2647	665	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2648	665	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2649	665	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2650	665	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2651	665	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2652	665	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2653	665	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2654	665	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2655	665	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2656	666	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2657	666	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2658	666	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2659	666	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2660	666	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	104	32	50	68	86	10000	18000	32400	58300	105000
2661	666	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2662	666	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2663	666	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2664	666	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2665	666	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2666	666	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2667	666	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2668	666	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2669	666	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2670	666	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2671	667	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2672	667	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2673	667	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2674	667	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2675	667	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	105	33	51	69	87	10000	18000	32400	58300	105000
2676	667	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2677	667	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2678	667	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2679	667	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2680	667	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2681	667	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2682	667	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2683	667	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2684	667	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2685	667	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2686	668	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2687	668	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2688	668	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2689	668	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2690	668	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	106	34	52	70	88	10000	18000	32400	58300	105000
2691	668	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2692	668	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2693	668	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2694	668	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2695	668	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2696	668	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2697	668	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2698	668	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2699	668	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2700	668	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2701	669	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2702	669	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2703	669	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2704	669	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2705	669	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	89	17	35	53	71	10000	18000	32400	58300	105000
2706	669	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2707	669	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2708	669	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2709	669	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2710	669	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2711	669	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2712	669	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2713	669	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2714	669	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2715	669	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2716	670	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2717	670	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2718	670	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2719	670	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2720	670	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	90	18	36	54	72	10000	18000	32400	58300	105000
2721	670	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2722	670	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2723	670	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2724	670	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2725	670	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2726	670	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2727	670	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2728	670	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2729	670	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2730	670	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2731	671	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2732	671	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2733	671	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2734	671	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2735	671	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	91	19	37	55	73	10000	18000	32400	58300	105000
2736	671	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2737	671	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2738	671	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2739	671	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2740	671	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2741	671	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2742	671	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2743	671	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2744	671	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2745	671	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2746	672	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2747	672	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2748	672	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2749	672	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2750	672	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	92	20	38	56	74	10000	18000	32400	58300	105000
2751	672	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2752	672	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2753	672	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2754	672	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2755	672	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2756	672	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2757	672	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2758	672	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2759	672	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2760	672	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2761	673	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2762	673	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2763	673	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2764	673	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2765	673	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	93	21	39	57	75	10000	18000	32400	58300	105000
2766	673	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2767	673	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2768	673	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2769	673	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2770	673	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2771	673	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2772	673	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2773	673	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2774	673	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2775	673	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2776	674	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2777	674	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2778	674	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2779	674	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2780	674	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	94	22	40	58	76	10000	18000	32400	58300	105000
2781	674	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
2782	674	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2783	674	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2784	674	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
2785	674	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
2786	674	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
2787	674	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
2788	674	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2789	674	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
2790	674	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2791	675	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
2792	675	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
2793	675	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
2794	675	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
2795	675	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	95	23	41	59	77	10000	18000	32400	58300	105000
