INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
27492	Bách Biªn Uông TØ Biªn D¸	2749	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1707	1341	853	1097	853	846	930	972	1099	1269	100	300	100	100	400	900000	27490
27499	Bách Biªn Uông TØ Bäo Bäo	2749	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	1031	656	844	656	846	930	972	1099	1269	100	300	100	100	400	900000	27490
27500	Bách Biªn Uông TØ Trß·ng Thành	2750	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	1076	685	881	685	948	1042	1090	1232	1422	100	300	100	100	400	900000	27500
27501	Bách Biªn Uông TØ Biªn D¸	2750	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1507	1184	753	969	753	948	1042	1090	1232	1422	100	300	100	100	400	900000	27500
27502	Bách Biªn Uông TØ Biªn D¸	2750	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1644	1292	822	1057	822	948	1042	1090	1232	1422	100	300	100	100	400	900000	27500
27503	Bách Biªn Uông TØ Biªn D¸	2750	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1781	1399	890	1145	890	948	1042	1090	1232	1422	100	300	100	100	400	900000	27500
27509	Bách Biªn Uông TØ Bäo Bäo	2750	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	1076	685	881	685	948	1042	1090	1232	1422	100	300	100	100	400	900000	27500
27510	Bách Biªn Uông TØ Trß·ng Thành	2751	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1122	714	918	714	1051	1156	1208	1366	1576	100	300	100	100	400	900000	27510
27511	Bách Biªn Uông TØ Biªn D¸	2751	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1206	767	986	767	1051	1156	1208	1366	1576	100	300	100	100	400	900000	27510
27512	Bách Biªn Uông TØ Biªn D¸	2751	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1290	821	1055	821	1051	1156	1208	1366	1576	100	300	100	100	400	900000	27510
27513	Bách Biªn Uông TØ Biªn D¸	2751	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1374	874	1124	874	1051	1156	1208	1366	1576	100	300	100	100	400	900000	27510
27514	Bách Biªn Uông TØ Biªn D¸	2751	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	1458	928	1193	928	1051	1156	1208	1366	1576	100	300	100	100	400	900000	27510
27519	Bách Biªn Uông TØ Bäo Bäo	2751	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1122	714	918	714	1051	1156	1208	1366	1576	100	300	100	100	400	900000	27510
27520	Bách Biªn Uông TØ Trß·ng Thành	2752	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1167	742	954	742	1153	1268	1325	1498	1729	100	300	100	100	400	900000	27520
27521	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1237	787	1012	787	1153	1268	1325	1498	1729	100	300	100	100	400	900000	27520
27522	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1663	1307	831	1069	831	1153	1268	1325	1498	1729	100	300	100	100	400	900000	27520
27523	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	1377	876	1126	876	1153	1268	1325	1498	1729	100	300	100	100	400	900000	27520
27524	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1841	1447	920	1184	920	1153	1268	1325	1498	1729	100	300	100	100	400	900000	27520
27525	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1931	1517	965	1241	965	1153	1268	1325	1498	1729	100	300	100	100	400	900000	27520
27529	Bách Biªn Uông TØ Bäo Bäo	2752	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1167	742	954	742	1153	1268	1325	1498	1729	100	300	100	100	400	900000	27520
27530	Bách Biªn Uông TØ Trß·ng Thành	2753	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1212	771	991	771	1255	1380	1443	1631	1882	100	300	100	100	400	900000	27530
27531	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1272	809	1041	809	1255	1380	1443	1631	1882	100	300	100	100	400	900000	27530
27532	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1333	848	1090	848	1255	1380	1443	1631	1882	100	300	100	100	400	900000	27530
27533	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1394	887	1140	887	1255	1380	1443	1631	1882	100	300	100	100	400	900000	27530
27534	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1454	925	1190	925	1255	1380	1443	1631	1882	100	300	100	100	400	900000	27530
27535	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1515	964	1239	964	1255	1380	1443	1631	1882	100	300	100	100	400	900000	27530
27536	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	300	100	100	400	900000	27530
27539	Bách Biªn Uông TØ Bäo Bäo	2753	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1212	771	991	771	1255	1380	1443	1631	1882	100	300	100	100	400	900000	27530
27540	Bách Biªn Uông TØ Trß·ng Thành	2754	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1256	799	1027	799	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27541	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1310	833	1071	833	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27542	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1363	867	1115	867	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27543	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1417	902	1159	902	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27544	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1471	936	1203	936	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27545	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1525	970	1248	970	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27546	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1579	1004	1292	1004	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27547	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27549	Bách Biªn Uông TØ Bäo Bäo	2754	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1256	799	1027	799	1357	1492	1560	1764	2035	100	300	100	100	400	900000	27540
27550	Bách Biªn Uông TØ Trß·ng Thành	2755	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1301	828	1064	828	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27551	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1350	859	1104	859	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27552	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1398	890	1144	890	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27553	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	1447	921	1184	921	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27554	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	1496	952	1224	952	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27555	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	1545	983	1264	983	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27556	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	1594	1014	1304	1014	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27557	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	1642	1045	1344	1045	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27558	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2153	1691	1076	1384	1076	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27559	Bách Biªn Uông TØ Bäo Bäo	2755	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1301	828	1064	828	1459	1604	1677	1896	2388	100	300	100	100	400	900000	27550
27560	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2756	5	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	450	200	150	100	900000	27560
27561	Huy«n Hoang Ð¢ng Xà Biªn D¸	2756	5	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	862	1510	755	647	862	846	930	972	1099	1269	100	450	200	150	100	900000	27560
27562	Huy«n Hoang Ð¢ng Xà Biªn D¸	2756	5	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	975	1707	853	731	975	846	930	972	1099	1269	100	450	200	150	100	900000	27560
27569	Huy«n Hoang Ð¢ng Xà Bäo Bäo	2756	5	9	0	1	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	450	200	150	100	900000	27560
27570	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2757	45	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	450	200	150	100	900000	27570
27571	Huy«n Hoang Ð¢ng Xà Biªn D¸	2757	45	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	861	1507	753	646	861	948	1042	1090	1232	1422	100	450	200	150	100	900000	27570
27572	Huy«n Hoang Ð¢ng Xà Biªn D¸	2757	45	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	939	1644	822	704	939	948	1042	1090	1232	1422	100	450	200	150	100	900000	27570
27573	Huy«n Hoang Ð¢ng Xà Biªn D¸	2757	45	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1018	1781	890	763	1018	948	1042	1090	1232	1422	100	450	200	150	100	900000	27570
27579	Huy«n Hoang Ð¢ng Xà Bäo Bäo	2757	45	9	0	1	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	450	200	150	100	900000	27570
27580	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2758	55	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	450	200	150	100	900000	27580
27581	Huy«n Hoang Ð¢ng Xà Biªn D¸	2758	55	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	877	1535	767	657	877	1051	1156	1208	1366	1576	100	450	200	150	100	900000	27580
27582	Huy«n Hoang Ð¢ng Xà Biªn D¸	2758	55	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	938	1642	821	703	938	1051	1156	1208	1366	1576	100	450	200	150	100	900000	27580
27583	Huy«n Hoang Ð¢ng Xà Biªn D¸	2758	55	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	999	1749	874	749	999	1051	1156	1208	1366	1576	100	450	200	150	100	900000	27580
27584	Huy«n Hoang Ð¢ng Xà Biªn D¸	2758	55	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1060	1856	928	795	1060	1051	1156	1208	1366	1576	100	450	200	150	100	900000	27580
27589	Huy«n Hoang Ð¢ng Xà Bäo Bäo	2758	55	9	0	1	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	450	200	150	100	900000	27580
27590	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2759	65	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	450	200	150	100	900000	27590
27591	Huy«n Hoang Ð¢ng Xà Biªn D¸	2759	65	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	899	1574	787	674	899	1153	1268	1325	1498	1729	100	450	200	150	100	900000	27590
27592	Huy«n Hoang Ð¢ng Xà Biªn D¸	2759	65	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	950	1663	831	712	950	1153	1268	1325	1498	1729	100	450	200	150	100	900000	27590
27593	Huy«n Hoang Ð¢ng Xà Biªn D¸	2759	65	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1001	1752	876	751	1001	1153	1268	1325	1498	1729	100	450	200	150	100	900000	27590
27594	Huy«n Hoang Ð¢ng Xà Biªn D¸	2759	65	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1052	1841	920	789	1052	1153	1268	1325	1498	1729	100	450	200	150	100	900000	27590
27595	Huy«n Hoang Ð¢ng Xà Biªn D¸	2759	65	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1103	1931	965	827	1103	1153	1268	1325	1498	1729	100	450	200	150	100	900000	27590
27599	Huy«n Hoang Ð¢ng Xà Bäo Bäo	2759	65	9	0	1	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	450	200	150	100	900000	27590
27600	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2760	75	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	450	200	150	100	900000	27600
27601	Huy«n Hoang Ð¢ng Xà Biªn D¸	2760	75	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1619	809	694	925	1255	1380	1443	1631	1882	100	450	200	150	100	900000	27600
27602	Huy«n Hoang Ð¢ng Xà Biªn D¸	2760	75	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	969	1697	848	727	969	1255	1380	1443	1631	1882	100	450	200	150	100	900000	27600
27603	Huy«n Hoang Ð¢ng Xà Biªn D¸	2760	75	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1013	1774	887	760	1013	1255	1380	1443	1631	1882	100	450	200	150	100	900000	27600
27604	Huy«n Hoang Ð¢ng Xà Biªn D¸	2760	75	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1057	1851	925	793	1057	1255	1380	1443	1631	1882	100	450	200	150	100	900000	27600
27605	Huy«n Hoang Ð¢ng Xà Biªn D¸	2760	75	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1928	964	826	1102	1255	1380	1443	1631	1882	100	450	200	150	100	900000	27600
27606	Huy«n Hoang Ð¢ng Xà Biªn D¸	2760	75	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1146	2005	1002	859	1146	1255	1380	1443	1631	1882	100	450	200	150	100	900000	27600
27609	Huy«n Hoang Ð¢ng Xà Bäo Bäo	2760	75	9	0	1	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	450	200	150	100	900000	27600
27610	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2761	85	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27611	Huy«n Hoang Ð¢ng Xà Biªn D¸	2761	85	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	952	1667	833	714	952	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27612	Huy«n Hoang Ð¢ng Xà Biªn D¸	2761	85	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	991	1735	867	743	991	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27613	Huy«n Hoang Ð¢ng Xà Biªn D¸	2761	85	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1031	1804	902	773	1031	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27614	Huy«n Hoang Ð¢ng Xà Biªn D¸	2761	85	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1070	1872	936	802	1070	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27615	Huy«n Hoang Ð¢ng Xà Biªn D¸	2761	85	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1109	1941	970	832	1109	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27616	Huy«n Hoang Ð¢ng Xà Biªn D¸	2761	85	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1148	2009	1004	861	1148	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27617	Huy«n Hoang Ð¢ng Xà Biªn D¸	2761	85	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1187	2078	1039	890	1187	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27619	Huy«n Hoang Ð¢ng Xà Bäo Bäo	2761	85	9	0	1	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	450	200	150	100	900000	27610
27620	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2762	95	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2388	100	450	200	150	100	900000	27620
27621	Huy«n Hoang Ð¢ng Xà Biªn D¸	2762	95	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2388	100	450	200	150	100	900000	27620
