INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
416	鸞鳳和鳴圖樣	10124079	1	5	2	20103104	1	20103113	50	20103116	10	20308072	1	-1	-1	90	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
417	段譽語嫣圖樣	10124080	1	5	2	20103104	1	20103113	55	20103116	11	20308072	1	-1	-1	100	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
418	暗夜百合圖樣	10124081	1	5	2	20103104	1	20103113	60	20103116	12	20308072	1	-1	-1	110	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
419	熔金落日圖樣	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	30000	335134	-1	將#G連戎神節#W鑄造為對應等級的#Y神器：熔金落日刀#W：#r#G連戎神節［1級］——［42級］神器#r#G連戎神節［2級］——［52級］神器#r#G連戎神節［3級］——［62級］神器#r#G連戎神節［4級］——［72級］神器#r#G連戎神節［5級］——［82級］神器#r#G連戎神節［6級］——［92級］神器	-1	-1
420	秋水無痕圖樣	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	30000	335134	-1	將#G連戎神節#W鑄造為對應等級的#Y神器：秋水無痕劍#W：#r#G連戎神節［1級］——［42級］神器#r#G連戎神節［2級］——［52級］神器#r#G連戎神節［3級］——［62級］神器#r#G連戎神節［4級］——［72級］神器#r#G連戎神節［5級］——［82級］神器#r#G連戎神節［6級］——［92級］神器	-1	-1
421	碧海銀濤圖樣	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	6	30000	335134	-1	將#G連戎神節#W鑄造為對應等級的#Y神器：碧海銀濤環#W：#r#G連戎神節［1級］——［42級］神器#r#G連戎神節［2級］——［52級］神器#r#G連戎神節［3級］——［62級］神器#r#G連戎神節［4級］——［72級］神器#r#G連戎神節［5級］——［82級］神器#r#G連戎神節［6級］——［92級］神器	-1	-1
422	萬壑松風圖樣	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	5	30000	335134	-1	將#G連戎神節#W鑄造為對應等級的#Y神器：萬壑松風扇#W：#r#G連戎神節［1級］——［42級］神器#r#G連戎神節［2級］——［52級］神器#r#G連戎神節［3級］——［62級］神器#r#G連戎神節［4級］——［72級］神器#r#G連戎神節［5級］——［82級］神器#r#G連戎神節［6級］——［92級］神器	-1	-1
423	血色戰甲圖樣	10124082	1	5	3	20103105	1	20103114	50	20103117	10	20308073	1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
424	仙術：冥羽	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	仙術：冥羽	-1	-1
425	騎術：雪橇	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：雪橇	-1	-1
426	騎術：紫電	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：紫電	-1	-1
427	仙術：大風	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	仙術：大風	-1	-1
428	仙術：黃巾力士	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	仙術：黃巾力士	-1	-1
429	仙術：雪羽	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	仙術：雪羽	-1	-1
430	騎術：河馬	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：河馬	-1	-1
431	騎術：馬車	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：馬車	-1	-1
432	騎術：天馬	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：天馬	-1	-1
433	騎術：兔子	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：兔子	-1	-1
434	騎術：舞獅	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：舞獅	-1	-1
435	騎術：馴鹿	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：馴鹿	-1	-1
436	騎術：駝鳥	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：駝鳥	-1	-1
437	騎術：蜘蛛	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：蜘蛛	-1	-1
438	騎術：熊	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：熊	-1	-1
439	騎術：木牛流馬	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：木牛流馬	-1	-1
440	騎術：陸吾	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：陸吾	-1	-1
441	騎術：玄龜	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：玄龜	-1	-1
442	騎術：犀牛	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：犀牛	-1	-1
443	騎術：大象	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：大象	-1	-1
444	騎術：白象	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：白象	-1	-1
445	騎術：陸行白雕	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：陸行白雕	-1	-1
446	騎術：陸行雕	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：陸行雕	-1	-1
447	騎術：虎	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：虎	-1	-1
448	騎術：黃驃馬	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：黃驃馬	-1	-1
449	騎術：駱駝	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：駱駝	-1	-1
450	騎術：鶴	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：鶴	-1	-1
451	騎術：青鳳	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：青鳳	-1	-1
452	騎術：犛牛	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：犛牛	-1	-1
453	騎術：鹿	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：鹿	-1	-1
454	騎術：雕	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：雕	-1	-1
455	騎術：灰狼	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：灰狼	-1	-1
456	騎術：白虎	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：白虎	-1	-1
457	騎術：青白驄馬	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：青白驄馬	-1	-1
458	騎術：白駱駝	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：白駱駝	-1	-1
459	騎術：金翼鶴	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：金翼鶴	-1	-1
460	騎術：紅白鳳	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：紅白鳳	-1	-1
461	騎術：白犛牛	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：白犛牛	-1	-1
462	騎術：白鹿	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：白鹿	-1	-1
463	騎術：白雕	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：白雕	-1	-1
464	騎術：白狼	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：白狼	-1	-1
465	泉晶散藥方	30005025	1	2	3	20101005	2	20101006	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥初級A類配方1	-1	-1
466	千尺丹藥方	30005026	1	2	3	20101005	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥初級A類配方2	-1	-1
467	霹靂散藥方	30005027	1	2	3	20101006	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥初級A類配方3	-1	-1
468	歸心丸藥方	30005028	1	2	3	20101006	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥初級A類配方4	-1	-1
469	冰龍丹藥方	30005033	1	2	6	20101014	3	20101015	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥中級A類配方1	-1	-1
470	龜甲散藥方	30005034	1	2	6	20101015	3	20101016	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥中級A類配方2	-1	-1
471	金雷丸藥方	30005035	1	2	6	20101016	3	20101014	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥中級A類配方3	-1	-1
472	五毒散藥方	30005036	1	2	6	20101016	3	20101014	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥中級A類配方4	-1	-1
473	仙丹冰瀾藥方	30005041	1	2	9	20101023	5	20101024	7	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥高級A類配方1	-1	-1
474	仙丹避邪藥方	30005042	1	2	9	20101023	5	20101024	7	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥高級A類配方2	-1	-1
475	仙丹玄炎藥方	30005043	1	2	9	20101023	6	20101024	6	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥高級A類配方3	-1	-1
476	仙丹鳳珠藥方	30005044	1	2	9	20101023	7	20101024	5	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	藥高級A類配方4	-1	-1
477	初級穀物配方	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	將一些初級穀物，如：#G小麥、大米、玉米#W做成食物。#r#c54FF00（基礎消耗活力10點，受養生技能等級影響）	-1	-1
478	初級雜物配方	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	將一些#G初級食材#W做成食物。#r#c54FF00（基礎消耗活力10點，受養生技能等級影響）	-1	-1
479	中級穀物配方	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	將一些中級穀物，如：#G花生、紅薯、高粱#W做成食物。#r#c54FF00（基礎消耗活力15點，受養生技能等級影響）	-1	-1
480	中級雜物配方	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	將一些#G中級食材#W做成食物。#r#c54FF00（基礎消耗活力15點，受養生技能等級影響）	-1	-1
481	高級穀物配方	-1	-1	1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	將一些高級穀物，如：#G芝麻、綠豆、黃豆、蠶豆#W做成食物。#r#c54FF00（基礎消耗活力23點，受養生技能等級影響）	-1	-1
482	高級雜物配方	-1	-1	1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	將一些#G高級食材#W做成食物。#r#c54FF00（基礎消耗活力23點，受養生技能等級影響）	-1	-1
483	陽春麵食譜	30102006	1	1	3	20104001	2	20105013	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級穀物A配方1	-1	-1
484	南瓜鹹飯食譜	30102007	1	1	3	20104002	2	20105014	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級穀物A配方2	-1	-1
485	赤豆佛手食譜	30102008	1	1	3	20104003	2	20105015	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級穀物A配方3	-1	-1
486	梅幹米飯食譜	30102009	1	1	3	20104001	2	20105013	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級穀物A配方4	-1	-1
487	雞油烙餅食譜	30102010	1	1	3	20104002	2	20105014	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級穀物A配方5	-1	-1
488	菌子面食譜	30102016	1	1	6	20104004	3	20105016	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級雜物A配方1	-1	-1
489	千層發糕食譜	30102017	1	1	6	20104005	3	20105017	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級雜物A配方2	-1	-1
490	拔絲甘薯食譜	30102018	1	1	6	20104006	3	20105018	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級雜物A配方3	-1	-1
491	奶油煎餅食譜	30102019	1	1	6	20104004	3	20105016	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	初級雜物A配方4	-1	-1
492	相思紅豆粥食譜	30102020	1	1	6	20104005	3	20105017	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中級穀物A配方1	-1	-1
493	水鴨潤肺湯食譜	30102026	1	1	9	20104007	6	20105019	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中級穀物A配方2	-1	-1
494	核桃雞丁食譜	30102027	1	1	9	20104008	6	20105020	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中級穀物A配方3	-1	-1
495	魚香碎白肉食譜	30102028	1	1	9	20104009	6	20105021	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中級穀物A配方4	-1	-1
496	山椒醉雞翅食譜	30102029	1	1	9	20104010	6	20105022	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中級穀物A配方5	-1	-1
497	黃油鮁魚食譜	30102030	1	1	9	20104010	6	20105019	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	中級雜物A配方1	-1	-1
498	海帶牛肉湯食譜	30103006	1	1	3	20102037	2	20102025	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	中級雜物A配方2	-1	-1
499	乾炸鯽魚食譜	30103007	1	1	3	20102037	2	20102026	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	中級雜物A配方3	-1	-1
500	木耳豬肉片食譜	30103008	1	1	3	20102037	2	20102027	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	中級雜物A配方4	-1	-1
501	烤肉蓋飯食譜	30103009	1	1	3	20102037	2	20102025	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級穀物A配方1	-1	-1
502	煨烤鮭魚食譜	30103014	1	1	6	20102038	3	20102028	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級穀物A配方2	-1	-1
503	川肉絲食譜	30103015	1	1	6	20102038	3	20102029	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級穀物A配方3	-1	-1
504	碗仔翅食譜	30103016	1	1	6	20102038	3	20102030	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級穀物A配方4	-1	-1
505	鹽煎肉食譜	30103017	1	1	6	20102038	3	20102028	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級穀物A配方5	-1	-1
506	麻辣鴨胗食譜	30103022	1	1	9	20102039	6	20102031	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級雜物A配方1	-1	-1
507	香菇滑雞食譜	30103023	1	1	9	20102039	6	20102032	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級雜物A配方2	-1	-1
508	翡翠雙冬蹄膀食譜	30103024	1	1	9	20102039	6	20102033	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級雜物A配方3	-1	-1
509	山椒蒸鯇魚食譜	30103025	1	1	9	20102039	6	20102048	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	高級雜物A配方4	-1	-1
510	紅色定位符（1級）	30501017	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紅色定位符（1級）	-1	-1
511	藍色定位符（1級）	30501018	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	藍色定位符（1級）	-1	-1
512	白色定位符（1級）	30501019	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	白色定位符（1級）	-1	-1
513	綠色定位符（1級）	30501020	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	綠色定位符（1級）	-1	-1
514	黃色定位符（1級）	30501021	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	黃色定位符（1級）	-1	-1
515	紫色定位符（1級）	30501022	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紫色定位符（1級）	-1	-1
516	紅色定位符（2級）	30501023	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紅色定位符（2級）	-1	-1
517	藍色定位符（2級）	30501024	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	藍色定位符（2級）	-1	-1
518	白色定位符（2級）	30501025	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	白色定位符（2級）	-1	-1
519	綠色定位符（2級）	30501026	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	綠色定位符（2級）	-1	-1
520	黃色定位符（2級）	30501027	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	黃色定位符（2級）	-1	-1
521	紫色定位符（2級）	30501028	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紫色定位符（2級）	-1	-1
522	紅色定位符（3級）	30501029	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紅色定位符（3級）	-1	-1
523	藍色定位符（3級）	30501030	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	藍色定位符（3級）	-1	-1
524	白色定位符（3級）	30501031	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	白色定位符（3級）	-1	-1
525	綠色定位符（3級）	30501032	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	綠色定位符（3級）	-1	-1
526	黃色定位符（3級）	30501033	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	黃色定位符（3級）	-1	-1
527	紫色定位符（3級）	30501034	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	紫色定位符（3級）	-1	-1
528	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
529	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
530	仙侶情緣圖樣	10124071	1	5	3	20103105	1	20103114	11	20103117	2	20308073	1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
531	黃金戰甲圖樣	10124088	1	5	3	20103105	1	20103114	50	20103117	10	20308073	1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
532	騎術：碧水金睛獸	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	騎術：碧水金睛獸	-1	-1
533	落玄丹配方	30203037	1	18	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
534	碎玄丹配方	30203038	1	18	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
535	淬神火配方	30203039	1	12	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
536	滅天火配方	30203040	1	12	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
537	噬心毒配方	30203041	1	16	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
538	附骨毒配方	30203042	1	16	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
539	冰弦晶配方	30203043	1	14	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
540	霜月晶配方	30203044	1	14	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
