INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10443479	1	4	43	479	2	14	1	-1	-1	壯士之四海衣	59	壯士之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_5	衣服	1908	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443480	1	4	43	480	2	14	1	-1	-1	壯士之四海衣	60	壯士之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_5	衣服	1908	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443481	1	4	43	481	2	25	1	-1	-1	典韋之四海衣	51	典韋之四海衣	860	3440	176	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443482	1	4	43	482	2	25	1	-1	-1	典韋之四海衣	52	典韋之四海衣	890	3560	177	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443483	1	4	43	483	2	25	1	-1	-1	典韋之四海衣	53	典韋之四海衣	920	3680	179	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443484	1	4	43	484	2	25	1	-1	-1	典韋之四海衣	54	典韋之四海衣	950	3800	180	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443485	1	4	43	485	2	25	1	-1	-1	典韋之四海衣	55	典韋之四海衣	980	3920	181	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443486	1	4	43	486	2	25	1	-1	-1	典韋之四海衣	56	典韋之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
10443487	1	4	43	487	2	25	1	-1	-1	典韋之四海衣	57	典韋之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443488	1	4	43	488	2	25	1	-1	-1	典韋之四海衣	58	典韋之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443489	1	4	43	489	2	25	1	-1	-1	典韋之四海衣	59	典韋之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443490	1	4	43	490	2	25	1	-1	-1	典韋之四海衣	60	典韋之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_9	衣服	1909	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443491	1	4	43	491	2	14	1	-1	-1	馬超之四海衣	51	馬超之四海衣	860	3440	176	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443492	1	4	43	492	2	14	1	-1	-1	馬超之四海衣	52	馬超之四海衣	890	3560	177	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443493	1	4	43	493	2	14	1	-1	-1	馬超之四海衣	53	馬超之四海衣	920	3680	179	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443494	1	4	43	494	2	14	1	-1	-1	馬超之四海衣	54	馬超之四海衣	950	3800	180	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443495	1	4	43	495	2	14	1	-1	-1	馬超之四海衣	55	馬超之四海衣	980	3920	181	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443496	1	4	43	496	2	14	1	-1	-1	馬超之四海衣	56	馬超之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
10443497	1	4	43	497	2	14	1	-1	-1	馬超之四海衣	57	馬超之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443498	1	4	43	498	2	14	1	-1	-1	馬超之四海衣	58	馬超之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443499	1	4	43	499	2	14	1	-1	-1	馬超之四海衣	59	馬超之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443500	1	4	43	500	2	14	1	-1	-1	馬超之四海衣	60	馬超之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_5	衣服	1910	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443501	1	4	43	501	2	129	1	-1	-1	張遼之四海衣	51	張遼之四海衣	860	3440	176	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443502	1	4	43	502	2	129	1	-1	-1	張遼之四海衣	52	張遼之四海衣	890	3560	177	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443503	1	4	43	503	2	129	1	-1	-1	張遼之四海衣	53	張遼之四海衣	920	3680	179	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443504	1	4	43	504	2	129	1	-1	-1	張遼之四海衣	54	張遼之四海衣	950	3800	180	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443505	1	4	43	505	2	129	1	-1	-1	張遼之四海衣	55	張遼之四海衣	980	3920	181	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443506	1	4	43	506	2	129	1	-1	-1	張遼之四海衣	56	張遼之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
10443507	1	4	43	507	2	129	1	-1	-1	張遼之四海衣	57	張遼之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443508	1	4	43	508	2	129	1	-1	-1	張遼之四海衣	58	張遼之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443509	1	4	43	509	2	129	1	-1	-1	張遼之四海衣	59	張遼之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443510	1	4	43	510	2	129	1	-1	-1	張遼之四海衣	60	張遼之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_7	衣服	1911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443511	1	4	43	511	2	129	1	-1	-1	賈詡之四海衣	51	賈詡之四海衣	860	3440	176	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443512	1	4	43	512	2	129	1	-1	-1	賈詡之四海衣	52	賈詡之四海衣	890	3560	177	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443513	1	4	43	513	2	129	1	-1	-1	賈詡之四海衣	53	賈詡之四海衣	920	3680	179	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443514	1	4	43	514	2	129	1	-1	-1	賈詡之四海衣	54	賈詡之四海衣	950	3800	180	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443515	1	4	43	515	2	129	1	-1	-1	賈詡之四海衣	55	賈詡之四海衣	980	3920	181	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443516	1	4	43	516	2	129	1	-1	-1	賈詡之四海衣	56	賈詡之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
10443517	1	4	43	517	2	129	1	-1	-1	賈詡之四海衣	57	賈詡之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443518	1	4	43	518	2	129	1	-1	-1	賈詡之四海衣	58	賈詡之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443519	1	4	43	519	2	129	1	-1	-1	賈詡之四海衣	59	賈詡之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443520	1	4	43	520	2	129	1	-1	-1	賈詡之四海衣	60	賈詡之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_7	衣服	1912	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443521	1	4	43	521	2	25	1	-1	-1	秦瓊之四海衣	51	秦瓊之四海衣	860	3440	176	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443522	1	4	43	522	2	25	1	-1	-1	秦瓊之四海衣	52	秦瓊之四海衣	890	3560	177	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443523	1	4	43	523	2	25	1	-1	-1	秦瓊之四海衣	53	秦瓊之四海衣	920	3680	179	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443524	1	4	43	524	2	25	1	-1	-1	秦瓊之四海衣	54	秦瓊之四海衣	950	3800	180	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443525	1	4	43	525	2	25	1	-1	-1	秦瓊之四海衣	55	秦瓊之四海衣	980	3920	181	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443526	1	4	43	526	2	25	1	-1	-1	秦瓊之四海衣	56	秦瓊之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
