INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
193	1600	9628	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	10245	385671	57279	1157015	57279	1157015	15346	578507	15346	578507	57279	1157015	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687	61342	1542687
194	1600	9628	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	10362	385671	57932	1157015	57932	1157015	15521	578507	15521	578507	57932	1157015	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687	62041	1542687
195	1600	9628	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	10479	385671	58585	1157015	58585	1157015	15696	578507	15696	578507	58585	1157015	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687	62740	1542687
196	1600	9628	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	10596	385671	59238	1157015	59238	1157015	15871	578507	15871	578507	59238	1157015	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687	63439	1542687
197	1600	9628	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	10713	385671	59891	1157015	59891	1157015	16046	578507	16046	578507	59891	1157015	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687	64138	1542687
198	1600	9628	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	10830	385671	60544	1157015	60544	1157015	16221	578507	16221	578507	60544	1157015	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687	64837	1542687
199	1600	9628	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	10947	385671	61197	1157015	61197	1157015	16396	578507	16396	578507	61197	1157015	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687	65536	1542687
200	1600	9628	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	11064	385671	61850	1157015	61850	1157015	16571	578507	16571	578507	61850	1157015	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687	66235	1542687
201	1600	9628	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	11181	385671	62503	1157015	62503	1157015	16746	578507	16746	578507	62503	1157015	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687	66934	1542687
202	1600	9628	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	11298	385671	63156	1157015	63156	1157015	16921	578507	16921	578507	63156	1157015	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687	67633	1542687
203	1600	9628	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	11415	385671	63809	1157015	63809	1157015	17096	578507	17096	578507	63809	1157015	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687	68332	1542687
204	1600	9628	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687
205	1600	9628	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687
206	1600	9628	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687
207	1600	9628	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687
208	1600	9628	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687
209	1600	9628	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687
210	1600	9628	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687
211	1600	9628	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687
212	1600	9628	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687
213	1600	9628	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687
214	1600	9628	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687
215	1600	9628	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687
216	1600	9628	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687
217	1600	9628	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687
218	1600	9628	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687
219	1600	9628	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687
220	1600	9628	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687
221	1600	9628	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687
222	1600	9628	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687
223	1600	9628	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687
224	1600	9628	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687
